Number of balls: 50
Mass 1
Radius 0.05
A,     T,    T_dev,     P1,    P2,    P3
201.06192982974676,443.99999999999994,1.419668847543969e-13,138.89319906780608,143.19922920885958,138.92826433642415
226.98006922186255,444.0,1.4111184230921078e-13,123.49530287696946,122.7715715950228,124.25567625579016
254.46900494077323,444.00000000000017,1.6371317315673855e-13,112.28093862723182,109.44232730493985,109.87499057679568
283.5287369864788,444.0000000000005,4.455025583021806e-13,98.27992845944208,100.31805032233098,100.8267283204285
314.1592653589793,443.9999999999993,3.125062976037489e-13,92.88128217582141,89.35264088443503,88.97428796232768
346.3605900582747,444.00000000000017,2.0118000679780027e-13,83.95340368002651,80.39425190470422,81.38191317889735
380.132711084365,444.0000000000005,2.4736478042615537e-13,73.95939753174108,74.7321916063667,74.2857195446375
415.4756284372501,444.0000000000004,3.3637273495523845e-13,69.47104227809525,68.50929279611847,69.08053290886664
452.3893421169302,444.00000000000034,2.4508378347526747e-13,62.92594809718733,63.92333187184913,63.98598467511514
490.8738521234052,444.0,1.5276455504311676e-13,60.29864730582877,57.27321218374996,55.90920079398505
530.929158456675,444.0000000000005,2.705857469441481e-13,52.94621468621451,53.29300036961365,53.001373159442046
572.5552611167398,443.99999999999983,2.5792304483025316e-13,49.65472277026274,48.61761098926215,48.59183836420163
615.7521601035994,444.00000000000017,1.3793808954531433e-13,45.53458014377893,45.544614339174544,45.615795996343266
660.519855417254,443.9999999999995,2.1398700723259168e-13,41.64279758998673,41.454988720576566,42.28226379669136
706.8583470577034,444.0,1.7476420656038976e-13,40.71222912291258,41.18531097601825,39.9184960514592
754.7676350249478,444.00000000000017,2.1527826765106607e-13,36.42558588290999,37.100899058923844,36.49853231122452
804.247719318987,443.99999999999943,3.7112029300473875e-13,34.589698206655726,34.790350068491556,36.767714135005086
855.2985999398212,444.0000000000002,4.444390724682541e-13,32.087010917883525,33.45680398042846,33.155354931750615
907.9202768874502,444.00000000000034,2.6842823520642374e-13,30.598665852730797,31.198060561591912,31.53286938720187
962.1127501618741,443.9999999999995,1.8592151186361278e-13,29.29939004153185,29.440557140564714,29.235010043763832
1017.8760197630929,444.00000000000017,2.271119158540271e-13,27.42885559385763,28.04479440816808,26.984920870702023
1075.2100856911068,444.0000000000007,5.894373752065095e-13,26.1282356060147,25.869512942183157,26.743974910968735
1134.1149479459152,444.00000000000017,3.3177013148817554e-13,25.096524637556268,24.810938857087205,25.720260934862143
1194.5906065275187,444.0,1.5190841119298365e-13,23.644510195116286,23.406025220463153,23.311389227906112
